"Date","Game","Team","Opponent","Home","Win","PIR","OppPIR","TeamGroup","OppGroup"
2014-12-06,21,"PHO","HOU","0","0",92,98,1,4
2014-12-08,22,"PHO","LAC","0","0",129,139,1,4
2014-12-12,24,"PHO","DET","1","0",98,116,1,1
2014-12-14,25,"PHO","OKC","0","0",75,144,1,4
2014-12-17,27,"PHO","CHO","0","1",133,106,1,3
2014-12-21,29,"PHO","WAS","0","1",106,85,1,3
2014-12-23,30,"PHO","DAL","1","1",139,115,1,2
2014-12-26,31,"PHO","SAC","0","1",134,102,1,2
2014-12-30,33,"PHO","NOP","0","0",114,121,1,4
2014-12-31,34,"PHO","OKC","0","0",125,149,1,4
2015-01-02,35,"PHO","PHI","1","1",126,97,1,1
2015-01-04,36,"PHO","TOR","1","1",136,120,1,4
2015-01-07,38,"PHO","MIN","0","1",116,123,1,3
2015-01-09,39,"PHO","SAS","0","0",108,105,1,4
2015-01-11,40,"PHO","MEM","0","0",104,127,1,1
2015-01-16,42,"PHO","MIN","1","1",122,103,1,3
2015-01-19,43,"PHO","LAL","1","1",133,102,1,1
2015-01-21,44,"PHO","POR","1","1",130,124,1,3
2015-01-23,45,"PHO","HOU","1","0",110,128,1,4
2015-01-25,46,"PHO","LAC","1","0",95,140,1,4
2015-01-28,47,"PHO","WAS","1","1",119,93,1,3
2015-01-30,48,"PHO","CHI","1","1",105,97,1,2
2015-01-31,49,"PHO","GSW","0","0",88,122,1,4
2015-02-02,50,"PHO","MEM","1","0",98,117,1,1
2015-02-05,51,"PHO","POR","0","0",74,138,1,3
2015-02-06,52,"PHO","UTA","1","1",114,103,1,2
2015-02-10,54,"PHO","HOU","1","0",126,136,1,4
2015-02-20,55,"PHO","MIN","0","0",119,120,1,3
2015-02-21,56,"PHO","CHI","0","0",117,128,1,2
2015-02-23,57,"PHO","BOS","1","0",117,128,1,3
2015-03-02,61,"PHO","MIA","0","0",90,130,1,2
2015-03-04,62,"PHO","ORL","0","1",115,99,1,1
2015-03-07,64,"PHO","CLE","0","0",77,103,1,4
2015-03-11,66,"PHO","MIN","1","1",116,101,1,3
2015-03-13,67,"PHO","ATL","1","0",92,104,1,3
2015-03-19,69,"PHO","NOP","1","1",81,67,1,4
2015-03-25,72,"PHO","SAC","1","0",103,115,1,2
2015-03-27,73,"PHO","POR","1","0",75,88,1,3
2015-03-29,74,"PHO","OKC","1","0",100,114,1,4
2015-04-07,78,"PHO","ATL","0","0",60,109,1,3
2015-04-08,79,"PHO","DAL","0","0",106,121,1,2
2015-04-10,80,"PHO","NOP","0","0",63,128,1,4
2014-10-29,1,"POR","OKC","1","1",125,81,3,4
2014-10-31,2,"POR","SAC","0","0",100,107,3,2
2014-11-04,4,"POR","CLE","1","1",122,75,3,4
2014-11-06,5,"POR","DAL","1","1",130,79,3,2
2014-11-08,6,"POR","LAC","0","0",99,119,3,4
2014-11-09,7,"POR","DEN","1","1",137,92,3,3
2014-11-11,8,"POR","CHO","1","1",110,106,3,3
2014-11-12,9,"POR","DEN","0","1",161,112,3,3
2014-11-17,11,"POR","NOP","1","1",111,97,3,4
2014-11-23,13,"POR","BOS","0","1",113,90,3,3
2014-11-24,14,"POR","PHI","0","1",138,116,3,1
2014-11-30,17,"POR","MIN","1","1",134,89,3,3
2014-12-02,18,"POR","DEN","0","1",120,111,3,3
2014-12-04,19,"POR","IND","1","1",101,79,3,2
2014-12-07,20,"POR","NYK","0","1",114,105,3,1
2014-12-10,22,"POR","MIN","0","0",77,105,3,3
2014-12-12,23,"POR","CHI","0","0",104,132,3,2
2014-12-17,26,"POR","MIL","1","1",120,85,3,2
2014-12-22,29,"POR","HOU","0","0",94,120,3,4
2014-12-23,30,"POR","OKC","0","1",125,119,3,4
2014-12-26,31,"POR","PHI","1","1",123,93,3,1
2014-12-30,33,"POR","TOR","1","1",114,89,3,4
2015-01-03,34,"POR","ATL","1","0",104,130,3,3
2015-01-05,35,"POR","LAL","1","1",118,91,3,1
2015-01-08,36,"POR","MIA","1","1",98,90,3,2
2015-01-10,37,"POR","ORL","1","1",122,84,3,1
2015-01-11,38,"POR","LAL","0","1",120,108,3,1
2015-01-14,39,"POR","LAC","1","0",106,111,3,4
2015-01-16,40,"POR","SAS","0","0",102,134,3,4
2015-01-17,41,"POR","MEM","0","0",96,120,3,1
2015-01-19,42,"POR","SAC","1","1",94,98,3,2
2015-01-21,43,"POR","PHO","0","0",124,130,3,1
2015-01-22,44,"POR","BOS","1","0",94,95,3,3
2015-01-24,45,"POR","WAS","1","1",116,109,3,3
2015-01-28,46,"POR","CLE","0","0",99,104,3,4
2015-01-30,47,"POR","ATL","0","0",107,124,3,3
2015-01-31,48,"POR","MIL","0","0",84,117,3,2
2015-02-05,50,"POR","PHO","1","1",138,74,3,1
2015-02-07,51,"POR","DAL","0","0",109,120,3,2
2015-02-20,54,"POR","UTA","0","0",75,100,3,2
2015-02-22,55,"POR","MEM","1","0",99,120,3,1
2015-02-27,57,"POR","OKC","1","1",131,115,3,4
2015-03-01,58,"POR","SAC","0","1",115,101,3,2
2015-03-04,59,"POR","LAC","0","1",111,92,3,4
2015-03-05,60,"POR","DAL","1","1",114,71,3,2
2015-03-07,61,"POR","MIN","0","0",103,156,3,3
2015-03-11,62,"POR","HOU","1","1",118,104,3,4
2015-03-13,63,"POR","DET","1","1",147,103,3,1
2015-03-20,67,"POR","ORL","0","0",111,126,3,1
2015-03-25,70,"POR","UTA","0","1",101,88,3,2
2015-03-27,71,"POR","PHO","0","1",88,75,3,1
2015-03-28,72,"POR","DEN","1","1",153,120,3,3
2015-04-01,74,"POR","LAC","1","0",138,149,3,4
2015-04-03,75,"POR","LAL","0","1",131,72,3,1
2015-04-06,77,"POR","BRK","0","0",93,134,3,1
2015-04-08,78,"POR","MIN","1","1",135,91,3,3
2015-04-09,79,"POR","GSW","0","0",117,137,3,4
2015-04-11,80,"POR","UTA","1","0",106,128,3,2
2015-04-13,81,"POR","OKC","0","0",84,112,3,4
2014-10-29,1,"SAC","GSW","1","0",63,98,2,4
2014-10-31,2,"SAC","POR","1","1",107,100,2,3
2014-11-03,4,"SAC","DEN","0","1",125,91,2,3
2014-11-05,5,"SAC","DEN","1","1",147,100,2,3
2014-11-07,6,"SAC","PHO","0","1",126,102,2,1
2014-11-09,7,"SAC","OKC","0","0",97,108,2,4
2014-11-11,8,"SAC","DAL","0","0",86,123,2,2
2014-11-13,9,"SAC","MEM","0","0",113,120,2,1
2014-11-18,11,"SAC","NOP","1","0",112,108,2,4
2014-11-20,12,"SAC","CHI","1","1",126,87,2,2
2014-11-22,13,"SAC","MIN","0","1",127,102,2,3
2014-11-30,17,"SAC","MEM","1","0",83,104,2,1
2014-12-02,18,"SAC","TOR","1","0",122,117,2,4
2014-12-05,19,"SAC","IND","1","1",106,92,2,2
2014-12-06,20,"SAC","ORL","1","0",103,116,2,1
2014-12-08,21,"SAC","UTA","1","1",106,85,2,2
2014-12-11,23,"SAC","HOU","1","0",111,101,2,4
2014-12-16,25,"SAC","OKC","1","0",94,115,2,4
2014-12-18,26,"SAC","MIL","1","0",114,105,2,2
2014-12-21,27,"SAC","LAL","1","1",118,86,2,1
2014-12-22,28,"SAC","GSW","0","0",117,160,2,4
2014-12-26,29,"SAC","PHO","1","0",102,134,2,1
2014-12-29,31,"SAC","BRK","0","0",98,122,2,1
2014-12-31,32,"SAC","BOS","0","0",74,129,2,3
2015-01-01,33,"SAC","MIN","0","1",123,111,2,3
2015-01-04,34,"SAC","DET","0","0",110,116,2,1
2015-01-07,35,"SAC","OKC","1","1",107,70,2,4
2015-01-09,36,"SAC","DEN","1","0",114,128,2,3
2015-01-11,37,"SAC","CLE","1","1",129,76,2,4
2015-01-16,39,"SAC","MIA","1","0",71,126,2,2
2015-01-17,40,"SAC","LAC","1","0",106,125,2,4
2015-01-19,41,"SAC","POR","0","0",98,94,2,3
2015-01-21,42,"SAC","BRK","1","0",104,112,2,1
2015-01-23,43,"SAC","GSW","0","0",103,148,2,4
2015-01-28,44,"SAC","TOR","0","0",103,133,2,4
2015-01-30,45,"SAC","CLE","0","0",93,108,2,4
2015-01-31,46,"SAC","IND","0","1",99,110,2,2
2015-02-05,48,"SAC","DAL","1","0",75,114,2,2
2015-02-07,49,"SAC","UTA","0","0",84,106,2,2
2015-02-10,51,"SAC","CHI","0","0",97,118,2,2
2015-02-20,53,"SAC","BOS","1","1",132,91,2,3
2015-02-21,54,"SAC","LAC","0","0",98,144,2,4
2015-02-27,56,"SAC","SAS","1","0",82,131,2,4
2015-03-01,57,"SAC","POR","1","0",101,115,2,3
2015-03-03,58,"SAC","NYK","0","1",144,73,2,1
2015-03-04,59,"SAC","SAS","0","0",77,127,2,4
2015-03-07,61,"SAC","MIA","0","0",103,136,2,2
2015-03-11,63,"SAC","CHO","0","1",117,117,2,3
2015-03-13,64,"SAC","PHI","0","0",116,124,2,1
2015-03-14,65,"SAC","WAS","0","0",101,131,2,3
2015-03-20,68,"SAC","CHO","1","1",106,81,2,3
2015-03-25,71,"SAC","PHO","0","1",115,103,2,1
2015-03-27,72,"SAC","NOP","0","0",79,124,2,4
2015-04-01,74,"SAC","HOU","0","0",121,129,2,4
2015-04-03,75,"SAC","NOP","1","0",93,106,2,4
2015-04-05,76,"SAC","UTA","1","0",101,106,2,2
2015-04-07,77,"SAC","MIN","1","1",142,108,2,3
2015-04-08,78,"SAC","UTA","0","0",87,119,2,2
2015-04-10,79,"SAC","OKC","0","0",109,126,2,4
2015-04-13,81,"SAC","LAL","1","1",129,81,2,1
2014-10-31,2,"SAS","PHO","0","0",87,104,4,1
2014-11-05,3,"SAS","ATL","1","1",122,85,4,3
2014-11-06,4,"SAS","HOU","0","0",67,104,4,4
2014-11-08,5,"SAS","NOP","1","0",99,104,4,4
2014-11-10,6,"SAS","LAC","0","1",94,103,4,4
2014-11-11,7,"SAS","GSW","0","1",121,118,4,4
2014-11-14,8,"SAS","LAL","0","1",101,93,4,1
2014-11-17,10,"SAS","PHI","1","1",128,59,4,1
2014-11-19,11,"SAS","CLE","0","1",109,92,4,4
2014-11-22,13,"SAS","BRK","1","1",138,83,4,1
2014-11-30,16,"SAS","BOS","0","1",140,77,4,3
2014-12-05,19,"SAS","MEM","0","1",118,106,4,1
2014-12-06,20,"SAS","MIN","1","1",149,99,4,3
2014-12-10,22,"SAS","NYK","1","1",138,87,4,1
2014-12-12,23,"SAS","LAL","1","0",120,126,4,1
2014-12-14,24,"SAS","DEN","0","1",131,74,4,3
2014-12-17,26,"SAS","MEM","1","0",139,126,4,1
2014-12-22,29,"SAS","LAC","1","1",154,127,4,4
2014-12-25,30,"SAS","OKC","1","0",117,132,4,4
2014-12-26,31,"SAS","NOP","0","0",92,119,4,4
2014-12-30,33,"SAS","MEM","0","0",85,109,4,1
2014-12-31,34,"SAS","NOP","1","1",108,90,4,4
2015-01-03,35,"SAS","WAS","1","1",119,98,4,3
2015-01-09,37,"SAS","PHO","1","1",105,108,4,1
2015-01-10,38,"SAS","MIN","0","1",123,100,4,3
2015-01-14,40,"SAS","CHO","0","1",102,93,4,3
2015-01-16,41,"SAS","POR","1","1",134,102,4,3
2015-01-18,42,"SAS","UTA","1","1",102,77,4,2
2015-01-20,43,"SAS","DEN","0","1",125,105,4,3
2015-01-22,44,"SAS","CHI","0","0",64,131,4,2
2015-01-23,45,"SAS","LAL","1","1",115,78,4,1
2015-01-25,46,"SAS","MIL","1","1",116,104,4,2
2015-01-28,47,"SAS","CHO","1","1",116,89,4,3
2015-01-31,48,"SAS","LAC","1","0",79,124,4,4
2015-02-04,49,"SAS","ORL","1","1",140,109,4,1
2015-02-06,50,"SAS","MIA","1","1",116,98,4,2
2015-02-09,52,"SAS","IND","0","1",105,104,4,2
2015-02-19,54,"SAS","LAC","0","0",120,138,4,4
2015-02-20,55,"SAS","GSW","0","0",108,130,4,4
2015-02-23,56,"SAS","UTA","0","0",76,95,4,2
2015-02-27,58,"SAS","SAC","0","1",131,82,4,2
2015-03-04,60,"SAS","SAC","1","1",127,77,4,2
2015-03-10,63,"SAS","TOR","1","1",139,103,4,4
2015-03-12,64,"SAS","CLE","1","0",144,126,4,4
2015-03-17,66,"SAS","NYK","0","0",94,119,4,1
2015-03-20,68,"SAS","BOS","1","1",136,84,4,3
2015-03-25,71,"SAS","OKC","1","1",169,80,4,4
2015-03-27,72,"SAS","DAL","1","1",118,71,4,2
2015-03-29,73,"SAS","MEM","1","1",140,86,4,1
2015-03-31,74,"SAS","MIA","0","1",109,65,4,2
2015-04-01,75,"SAS","ORL","0","1",118,103,4,1
2015-04-03,76,"SAS","DEN","1","1",162,75,4,3
2015-04-05,77,"SAS","GSW","1","1",137,91,4,4
2015-04-07,78,"SAS","OKC","0","1",130,78,4,4
2015-04-08,79,"SAS","HOU","1","1",134,102,4,4
2015-04-10,80,"SAS","HOU","0","1",103,105,4,4
2014-10-29,1,"TOR","ATL","1","1",131,108,4,3
2014-11-01,2,"TOR","ORL","0","1",121,81,4,1
2014-11-04,4,"TOR","OKC","1","1",107,92,4,4
2014-11-05,5,"TOR","BOS","0","1",115,115,4,3
2014-11-07,6,"TOR","WAS","1","1",111,83,4,3
2014-11-09,7,"TOR","PHI","1","1",146,64,4,1
2014-11-11,8,"TOR","ORL","1","1",113,106,4,1
2014-11-13,9,"TOR","CHI","1","0",75,122,4,2
2014-11-19,11,"TOR","MEM","1","1",107,103,4,1
2014-11-22,13,"TOR","CLE","0","1",114,92,4,4
2014-11-24,14,"TOR","PHO","1","1",114,96,4,1
2014-11-30,17,"TOR","LAL","0","0",123,151,4,1
2014-12-02,18,"TOR","SAC","0","1",117,122,4,2
2014-12-05,20,"TOR","CLE","1","0",97,119,4,4
2014-12-08,21,"TOR","DEN","1","1",139,86,4,3
2014-12-12,23,"TOR","IND","1","1",111,104,4,2
2014-12-14,24,"TOR","NYK","0","1",101,88,4,1
2014-12-17,26,"TOR","BRK","1","1",114,93,4,1
2014-12-21,28,"TOR","NYK","1","1",128,120,4,1
2014-12-22,29,"TOR","CHI","0","0",90,161,4,2
2014-12-30,32,"TOR","POR","0","0",89,114,4,3
2015-01-02,33,"TOR","GSW","0","0",101,163,4,4
2015-01-04,34,"TOR","PHO","0","0",120,136,4,1
2015-01-08,35,"TOR","CHO","1","0",90,113,4,3
2015-01-10,36,"TOR","BOS","1","1",128,91,4,3
2015-01-12,37,"TOR","DET","1","0",122,127,4,1
2015-01-14,38,"TOR","PHI","1","1",105,87,4,1
2015-01-16,39,"TOR","ATL","1","0",81,135,4,3
2015-01-18,40,"TOR","NOP","1","0",101,90,4,4
2015-01-19,41,"TOR","MIL","0","1",95,97,4,2
2015-01-21,42,"TOR","MEM","0","0",76,102,4,1
2015-01-23,43,"TOR","PHI","0","1",98,92,4,1
2015-01-25,44,"TOR","DET","1","1",134,110,4,1
2015-01-27,45,"TOR","IND","0","1",118,93,4,2
2015-01-28,46,"TOR","SAC","1","1",133,103,4,2
2015-01-30,47,"TOR","BRK","0","1",139,135,4,1
2015-01-31,48,"TOR","WAS","0","1",118,120,4,3
2015-02-02,49,"TOR","MIL","1","0",66,95,4,2
2015-02-04,50,"TOR","BRK","1","0",102,123,4,1
2015-02-06,51,"TOR","LAC","1","1",143,113,4,4
2015-02-20,54,"TOR","ATL","0","1",122,78,4,3
2015-02-21,55,"TOR","HOU","0","0",58,113,4,4
2015-02-23,56,"TOR","NOP","0","0",96,120,4,4
2015-02-24,57,"TOR","DAL","0","0",81,113,4,2
2015-02-27,58,"TOR","GSW","1","0",85,139,4,4
2015-03-02,60,"TOR","PHI","0","1",131,117,4,1
2015-03-04,61,"TOR","CLE","1","0",122,141,4,4
2015-03-10,64,"TOR","SAS","0","0",103,139,4,4
2015-03-13,65,"TOR","MIA","1","1",112,97,4,2
2015-03-20,69,"TOR","CHI","0","0",94,141,4,2
2015-03-25,72,"TOR","CHI","1","0",101,142,4,2
2015-03-27,73,"TOR","LAL","1","1",114,72,4,1
2015-04-01,75,"TOR","MIN","0","1",121,109,4,3
2015-04-03,76,"TOR","BRK","0","0",115,133,4,1
2015-04-08,78,"TOR","CHO","0","1",106,64,4,3
2015-04-10,79,"TOR","ORL","0","1",107,112,4,1
2015-04-11,80,"TOR","MIA","0","1",98,108,4,2
2014-10-29,1,"UTA","HOU","1","0",99,98,2,4
2014-11-01,3,"UTA","PHO","1","1",140,79,2,1
2014-11-03,4,"UTA","LAC","0","0",102,131,2,4
2014-11-05,5,"UTA","CLE","1","1",117,84,2,4
2014-11-07,6,"UTA","DAL","1","0",90,118,2,2
2014-11-09,7,"UTA","DET","0","1",111,93,2,1
2014-11-10,8,"UTA","IND","0","0",92,96,2,2
2014-11-12,9,"UTA","ATL","0","0",106,118,2,3
2014-11-14,10,"UTA","NYK","0","1",128,91,2,1
2014-11-18,12,"UTA","OKC","1","1",119,74,2,4
2014-11-22,14,"UTA","NOP","1","0",93,118,2,4
2014-11-24,15,"UTA","CHI","1","0",105,105,2,2
2014-11-29,17,"UTA","LAC","1","0",99,119,2,4
2014-12-05,20,"UTA","ORL","1","0",101,107,2,1
2014-12-08,21,"UTA","SAC","0","0",85,106,2,2
2014-12-12,23,"UTA","MIA","1","0",103,104,2,2
2014-12-14,24,"UTA","WAS","0","0",77,101,2,3
2014-12-16,25,"UTA","NOP","0","0",110,135,2,4
2014-12-17,26,"UTA","MIA","0","1",121,70,2,2
2014-12-22,29,"UTA","MEM","0","1",112,93,2,1
2014-12-29,31,"UTA","LAC","0","0",91,125,2,4
2014-12-30,32,"UTA","MIN","1","1",108,100,2,3
2015-01-02,33,"UTA","ATL","1","0",94,111,2,3
2015-01-03,34,"UTA","MIN","0","1",125,84,2,3
2015-01-05,35,"UTA","IND","1","0",104,114,2,2
2015-01-07,36,"UTA","CHI","0","1",115,63,2,2
2015-01-09,37,"UTA","OKC","0","0",117,100,2,4
2015-01-10,38,"UTA","HOU","0","0",94,97,2,4
2015-01-16,40,"UTA","LAL","1","1",96,90,2,1
2015-01-18,41,"UTA","SAS","0","0",77,102,2,4
2015-01-21,42,"UTA","CLE","0","0",84,143,2,4
2015-01-22,43,"UTA","MIL","0","1",120,104,2,2
2015-01-24,44,"UTA","BRK","1","1",128,60,2,1
2015-01-28,46,"UTA","LAC","1","0",96,91,2,4
2015-01-30,47,"UTA","GSW","1","1",125,98,2,4
2015-02-04,49,"UTA","MEM","1","0",91,115,2,1
2015-02-06,50,"UTA","PHO","0","0",103,114,2,1
2015-02-07,51,"UTA","SAC","1","1",106,84,2,2
2015-02-09,52,"UTA","NOP","0","1",105,103,2,4
2015-02-20,54,"UTA","POR","1","1",100,75,2,3
2015-02-23,55,"UTA","SAS","1","1",95,76,2,4
2015-02-27,57,"UTA","DEN","0","1",133,65,2,3
2015-03-03,59,"UTA","MEM","0","1",113,77,2,1
2015-03-04,60,"UTA","BOS","0","0",97,81,2,3
2015-03-10,63,"UTA","NYK","1","1",93,79,2,1
2015-03-12,64,"UTA","HOU","1","1",139,81,2,4
2015-03-14,65,"UTA","DET","1","1",107,74,2,1
2015-03-19,68,"UTA","LAL","0","1",95,66,2,1
2015-03-23,70,"UTA","MIN","1","0",114,97,2,3
2015-03-25,71,"UTA","POR","1","0",88,101,2,3
2015-03-27,72,"UTA","DEN","0","0",101,111,2,3
2015-03-28,73,"UTA","OKC","1","1",92,76,2,4
2015-04-01,75,"UTA","DEN","1","1",122,65,2,3
2015-04-05,77,"UTA","SAC","0","1",106,101,2,2
2015-04-08,78,"UTA","SAC","1","1",119,87,2,2
2015-04-10,79,"UTA","MEM","1","0",87,95,2,1
2015-04-11,80,"UTA","POR","0","1",128,106,2,3
2015-04-13,81,"UTA","DAL","1","1",130,79,2,2
2014-10-29,1,"WAS","MIA","0","0",94,125,3,2
2014-11-01,3,"WAS","MIL","1","1",136,82,3,2
2014-11-04,4,"WAS","NYK","0","1",111,76,3,1
2014-11-05,5,"WAS","IND","1","1",102,96,3,2
2014-11-07,6,"WAS","TOR","0","0",83,111,3,4
2014-11-08,7,"WAS","IND","0","1",115,73,3,2
2014-11-12,8,"WAS","DET","1","1",130,103,3,1
2014-11-19,10,"WAS","DAL","1","0",104,118,3,2
2014-11-22,12,"WAS","MIL","0","1",124,108,3,2
2014-11-29,15,"WAS","NOP","1","1",104,68,3,4
2014-12-05,18,"WAS","DEN","1","1",164,65,3,3
2014-12-07,19,"WAS","BOS","0","0",88,106,3,3
2014-12-08,20,"WAS","BOS","1","1",153,144,3,3
2014-12-10,21,"WAS","ORL","0","1",106,94,3,1
2014-12-12,22,"WAS","LAC","1","1",119,89,3,4
2014-12-14,23,"WAS","UTA","1","1",101,77,3,2
2014-12-16,24,"WAS","MIN","1","1",129,95,3,3
2014-12-21,26,"WAS","PHO","1","0",85,106,3,1
2014-12-23,27,"WAS","CHI","1","0",90,117,3,2
2014-12-25,28,"WAS","NYK","0","1",115,100,3,1
2014-12-29,30,"WAS","HOU","0","1",115,96,3,4
2014-12-30,31,"WAS","DAL","0","0",83,131,3,2
2015-01-02,32,"WAS","OKC","0","0",107,123,3,4
2015-01-03,33,"WAS","SAS","0","0",98,119,3,4
2015-01-05,34,"WAS","NOP","0","1",116,83,3,4
2015-01-07,35,"WAS","NYK","1","1",136,81,3,1
2015-01-09,36,"WAS","CHI","1","1",117,87,3,2
2015-01-11,37,"WAS","ATL","0","0",99,148,3,3
2015-01-14,39,"WAS","CHI","0","1",119,101,3,2
2015-01-16,40,"WAS","BRK","1","0",77,116,3,1
2015-01-17,41,"WAS","BRK","0","1",125,83,3,1
2015-01-19,42,"WAS","PHI","1","1",132,58,3,1
2015-01-21,43,"WAS","OKC","1","0",114,113,3,4
2015-01-24,44,"WAS","POR","0","0",109,116,3,3
2015-01-25,45,"WAS","DEN","0","1",132,121,3,3
2015-01-27,46,"WAS","LAL","0","1",110,93,3,1
2015-01-28,47,"WAS","PHO","0","0",93,119,3,1
2015-01-31,48,"WAS","TOR","1","0",120,118,3,4
2015-02-02,49,"WAS","CHO","1","0",89,108,3,3
2015-02-04,50,"WAS","ATL","0","0",100,119,3,3
2015-02-05,51,"WAS","CHO","0","0",63,119,3,3
2015-02-07,52,"WAS","BRK","1","1",137,69,3,1
2015-02-09,53,"WAS","ORL","1","1",120,71,3,1
2015-02-20,55,"WAS","CLE","1","0",89,151,3,4
2015-02-22,56,"WAS","DET","0","0",97,119,3,1
2015-02-24,57,"WAS","GSW","1","0",113,123,3,4
2015-02-27,59,"WAS","PHI","0","0",71,94,3,1
2015-03-03,61,"WAS","CHI","0","0",96,103,3,2
2015-03-07,63,"WAS","MIL","0","0",83,107,3,2
2015-03-12,65,"WAS","MEM","1","1",130,70,3,1
2015-03-14,66,"WAS","SAC","1","1",131,101,3,2
2015-03-20,69,"WAS","LAC","0","0",107,135,3,4
2015-03-23,71,"WAS","GSW","0","0",57,134,3,4
2015-03-25,72,"WAS","IND","1","0",108,105,3,2
2015-03-27,73,"WAS","CHO","1","1",111,128,3,3
2015-03-29,74,"WAS","HOU","1","0",96,104,3,4
2015-04-01,75,"WAS","PHI","1","1",138,82,3,1
2015-04-03,76,"WAS","NYK","1","1",125,85,3,1
2015-04-08,78,"WAS","PHI","0","1",166,72,3,1
2015-04-10,79,"WAS","BRK","0","0",85,140,3,1
2015-10-27,1,"ATL","DET","1","0",93,122,3,1
2015-10-29,2,"ATL","NYK","0","1",130,96,3,1
2015-11-01,4,"ATL","CHO","0","1",101,114,3,3
2015-11-03,5,"ATL","MIA","0","1",110,94,3,2
2015-11-04,6,"ATL","BRK","1","1",128,86,3,1
2015-11-06,7,"ATL","NOP","0","1",148,127,3,4
2015-11-11,10,"ATL","NOP","1","1",138,83,3,4
2015-11-13,11,"ATL","BOS","0","0",95,122,3,3
2015-11-17,13,"ATL","BRK","0","0",95,105,3,1
2015-11-18,14,"ATL","SAC","1","1",124,100,3,2
2015-11-21,15,"ATL","CLE","0","0",96,132,3,4
2015-11-25,17,"ATL","MIN","0","0",103,103,3,3
2015-11-27,18,"ATL","MEM","0","1",137,95,3,1
2015-11-28,19,"ATL","SAS","0","0",88,138,3,4
2015-11-30,20,"ATL","OKC","1","1",128,101,3,4
2015-12-02,21,"ATL","TOR","1","0",86,107,3,4
2015-12-09,23,"ATL","DAL","0","1",118,95,3,2
2015-12-12,25,"ATL","SAS","1","0",79,125,3,4
2015-12-16,27,"ATL","PHI","1","1",155,92,3,1
2015-12-18,28,"ATL","BOS","0","1",119,97,3,3
2015-12-21,30,"ATL","POR","1","1",111,109,3,3
2015-12-23,31,"ATL","DET","1","1",108,100,3,1
2015-12-26,32,"ATL","NYK","1","1",141,109,3,1
2016-01-03,35,"ATL","NYK","0","0",102,127,3,1
2016-01-05,36,"ATL","NYK","1","0",91,131,3,1
2016-01-07,37,"ATL","PHI","0","1",161,96,3,1
2016-01-13,39,"ATL","CHO","0","0",70,131,3,3
2016-01-15,40,"ATL","MIL","0","0",89,127,3,2
2016-01-16,41,"ATL","BRK","1","1",150,82,3,1
2016-01-20,43,"ATL","POR","0","1",115,103,3,3
2016-01-25,46,"ATL","DEN","0","1",135,112,3,3
2016-01-27,47,"ATL","LAC","1","0",79,100,3,4
2016-02-01,50,"ATL","DAL","1","1",132,86,3,2
2016-02-05,52,"ATL","IND","1","1",118,101,3,2
2016-02-07,53,"ATL","ORL","0","0",94,110,3,1
2016-02-10,55,"ATL","CHI","0","1",147,87,3,2
2016-02-19,56,"ATL","MIA","1","0",112,142,3,2
2016-02-20,57,"ATL","MIL","1","0",108,140,3,2
2016-02-22,58,"ATL","GSW","1","0",95,125,3,4
2016-02-26,59,"ATL","CHI","1","1",136,72,3,2
2016-02-28,60,"ATL","CHO","1","1",106,78,3,3
2016-03-04,62,"ATL","LAL","0","1",139,70,3,1
2016-03-05,63,"ATL","LAC","0","1",112,109,3,4
2016-03-08,64,"ATL","UTA","0","1",86,87,3,2
2016-03-13,67,"ATL","IND","1","1",133,71,3,2
2016-03-16,68,"ATL","DET","0","1",129,121,3,1
2016-03-17,69,"ATL","DEN","1","1",147,90,3,3
2016-03-21,71,"ATL","WAS","1","0",110,131,3,3
2016-03-23,72,"ATL","WAS","0","1",151,96,3,3
2016-03-25,73,"ATL","MIL","1","1",104,94,3,2
2016-03-30,76,"ATL","TOR","0","0",103,125,3,4
2016-04-01,77,"ATL","CLE","1","0",109,123,3,4
2016-04-07,79,"ATL","TOR","1","1",108,86,3,4
2016-04-09,80,"ATL","BOS","1","1",145,107,3,3
2016-04-11,81,"ATL","CLE","0","0",95,124,3,4
2015-11-01,3,"BOS","SAS","1","0",73,114,3,4
2015-11-04,4,"BOS","IND","0","0",105,102,3,2
2015-11-06,5,"BOS","WAS","1","1",141,92,3,3
2015-11-11,7,"BOS","IND","1","0",82,103,3,2
2015-11-13,8,"BOS","ATL","1","1",122,95,3,3
2015-11-16,10,"BOS","HOU","0","1",125,97,3,4
2015-11-18,11,"BOS","DAL","1","0",93,124,3,2
2015-11-20,12,"BOS","BRK","1","1",154,88,3,1
2015-11-25,15,"BOS","PHI","1","1",83,78,3,1
2015-11-27,16,"BOS","WAS","1","1",141,58,3,3
2015-11-30,18,"BOS","MIA","0","1",117,105,3,2
2015-12-05,20,"BOS","SAS","0","0",107,124,3,4
2015-12-07,21,"BOS","NOP","0","1",127,95,3,4
2015-12-09,22,"BOS","CHI","1","1",107,109,3,2
2015-12-11,23,"BOS","GSW","1","0",112,148,3,4
2015-12-12,24,"BOS","CHO","0","1",108,101,3,3
2015-12-15,25,"BOS","CLE","1","0",76,95,3,4
2015-12-16,26,"BOS","DET","0","0",98,126,3,1
2015-12-18,27,"BOS","ATL","1","0",97,119,3,3
2015-12-21,28,"BOS","MIN","1","1",137,102,3,3
2015-12-23,29,"BOS","CHO","0","1",113,88,3,3
